STNNo,. A.D.,,FiFD,FuFD,WORK,TYPE,Name of reference
47759,1899,PJ,,409,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1900,PJ,,412,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1901,PJ,,412,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1902,PJ,,408,4,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA)
47759,1903,PJ,,409,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1904,PJ,,417,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1905,PJ,,415,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1906,PJ,,415,4,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA)
47759,1907,PJ,,413,4,0,KYOTO-TETUDO-KANRIKYOKU ADV(ARASHIYAMA)
47759,1908,PJ,,411,4,0,TETUDOUIN AVD(ARASHIYAMA)
47759,1909,PJ,,418,4,0,TETUDOUIN AVD(ARASHIYAMA)
47759,1910,PJ,,414,4,0,TETUDOUIN AVD(ARASHIYAMA)
47759,1911,PJ,,408,4,0,ARASHIYAMA-TETSUDO ADV(ARASHIYAMA)
47759,1912,PJ,,414,4,0,TETUDOUIN AVD(ARASHIYAMA)
47759,1913,PJ,,413,4,0,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA)
47759,1914,PJ,,412,4,0,KOBE-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA)
47759,1915,PJ,,412,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1916,PJ,,421,4,0,SEIBU-TETSUDO-KANRIKYOKU ADV(ARASHIYAMA)
47759,1917,PJ,,413,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1918,PJ,,414,4,0,SEKI-HAJIME-NIKKI
47759,1919,PJ,,,,,-
47759,1920,PJ,,413,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1921,PJ,,,,,-
47759,1922,PJ,,411,4,0,KAJII-MOTOJIRO-SHOKAN
47759,1923,PJ,,407,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1924,PJ,,420,4,0,MITAMURA-ENGYO-NIKKI(ARASHIYAMA)
47759,1925,PJ,,418,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1926,PJ,,418,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1927,PJ,,417,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1928,PJ,,416,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1929,PJ,,413,4,0,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1930,PJ,,405,4,0,SHIN-KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1931,PJ,,415,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1932,PJ,,414,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1933,PJ,,416,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1934,PJ,,414,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1935,PJ,404,412,3,0,NHK(ARASHIYAMA)
47759,1936,PJ,415,420,3,0,NHK(ARASHIYAMA)
47759,1937,PJ,,410,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1938,PJ,,408,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1939,PJ,,414,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1940,PJ,,419,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1941,PJ,,410,4,0,KEIHAN RAILWAY ADV(ARASHIYAMA)
47759,1942,PJ,,406,7,0,ASADA-TAKASHI-NIKKI
47759,1943,PJ,,411,7,0,ASADA-TAKASHI-NIKKI
47759,1944,PJ,,409,7,0,ASADA-TAKASHI-NIKKI
47759,1945,PJ,,,,,-
47759,1946,PJ,,407,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1947,PJ,,417,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1948,PJ,,411,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1949,PJ,,417,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1950,PJ,,409,4,0,NEWS-PAPET(DAIGO-JI)
47759,1951,PJ,330,408,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1952,PJ,407,414,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1953,PJ,403,411,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1954,PJ,329,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1955,PJ,329,407,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1956,PJ,331,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1957,PJ,407,413,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1958,PJ,401,409,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1959,PJ,321,402,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1960,PJ,331,404,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1961,PJ,404,409,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1962,PJ,404,412,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1963,PJ,405,411,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1964,PJ,405,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1965,PJ,412,420,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1966,PJ,328,407,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1967,PJ,402,407,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1968,PJ,403,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1969,PJ,407,411,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1970,PJ,409,417,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1971,PJ,404,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1972,PJ,402,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1973,PJ,401,407,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1974,PJ,406,409,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1975,PJ,406,410,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1976,PJ,330,408,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1977,PJ,330,403,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1978,PJ,408,414,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1979,PJ,331,407,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1980,PJ,406,411,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1981,PJ,401,409,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1982,PJ,328,403,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1983,PJ,406,409,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1984,PJ,412,418,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1985,PJ,330,409,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1986,PJ,405,412,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1987,PJ,329,405,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1988,PJ,408,415,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1989,PJ,327,403,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1990,PJ,324,329,3,0,NEWS-PAPER(ARASHIYAMA)
47759,1991,PJ,401,407,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1992,PJ,329,403,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1993,PJ,401,407,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1994,PJ,404,409,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1995,PJ,406,409,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1996,PJ,,412,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1997,PJ,,407,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1998,PJ,,401,4,0,NEWS-PAPER(ARASHIYAMA)
47759,1999,PJ,,404,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2000,PJ,,409,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2001,PJ,326,406,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2002,PJ,323,401,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2003,PJ,401,408,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2004,PJ,,401,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2005,PJ,405,409,4,0,NEWS-PAPER(ARASHIYAMA)
47759,2006,PJ,331,408,5,0,NEWS-PAPER(ARASHIYAMA)
47759,2007,PJ,402,407,5,0,NEWS-PAPER(ARASHIYAMA)
47759,2008,PJ,328,404,6,0,NEWS-PAPER(ARASHIYAMA)
47759,2009,PJ,,405,6,0,NEWS-PAPER(ARASHIYAMA)
47759,2010,PJ,,405,7,0,NEWS-PAPER(ARASHIYAMA)
47759,2011,PJ,405,409,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2012,PJ,,410,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2013,PJ,,403,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2014,PJ,,404,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2015,PJ,,403,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2016,PJ,,404,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2017  ,PJ,     ,409,    8,    0,NEWS-PAPER(ARASHIYAMA)
47759,2018,PJ,,330,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2019,PJ,,405,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2020,PJ,325,401,8,0,NEWS-PAPER(ARASHIYAMA)
47759,2021,PJ,,326,8,0,NEWS-PAPER(ARASHIYAMA)
